时间(s),电压(V),幅值(高频80K)
0.0,-2.5584235180330652,5902.606678548036
0.004,-1.9801754129448819,5901.611513904466
0.008,-2.3044157097632616,5899.650191422205
0.012,-2.78221831639175,5904.35436679011
0.016,-3.0450677847730208,5902.3377728441355
0.02,-2.693233550195276,5897.948308917387
0.024,-2.2580780553258024,5898.4295517093215
0.028,-2.187913232581798,5900.633863079685
0.032,-3.18560795261108,5900.160576998928
0.036000000000000004,-2.92171278341734,5904.074545819375
0.04,-2.258382930224936,5907.860577715832
0.044,-1.6830249804556745,5899.538954521536
0.048,-2.024669783086503,5905.540987228435
0.052000000000000005,-2.541235812358324,5914.337541031647
0.056,-2.786859176879035,5890.1287072643
0.06,-2.4131883825308287,5899.72395499033
0.064,-2.1168908899305423,5903.803522707146
0.068,-2.1529279503491154,5898.726606271073
0.07200000000000001,-2.871025377754616,5900.205020415126
0.076,-2.8480329583975603,5897.528109418058
0.08,-2.486964859111878,5904.500124890573
0.084,-2.010232404324909,5896.472474083053
0.088,-2.238991231531807,5900.506467705756
0.092,-3.032935135971621,5903.489676267158
0.096,-2.94995358423159,5904.001932032113
0.1,-2.0274928177056277,5903.9513241389595
0.10400000000000001,-2.122655469276575,5903.014266016346
0.108,-2.168686251124047,5897.10353892704
0.112,-2.5001040013092597,5891.166336279524
0.116,-3.2874952116952563,5891.975471538236
0.12,-2.6167663188603245,5893.260563727772
0.124,-2.1302270366366045,5897.011515407619
0.128,-2.150912856910153,5900.627439526325
0.132,-3.0050128786554593,5894.443902750519
0.136,-3.010252207344763,5900.843556112205
0.14,-2.3593902517741623,5901.428313039734
0.14400000000000002,-2.1390412250380533,5899.845551661292
0.148,-2.042338149738566,5900.08535816082
0.152,-3.066132959099519,5905.841795823125
0.156,-3.1464653284282247,5900.918663390112
0.16,-2.6551448435345177,5904.899383934493
0.164,-1.9956610813041507,5900.695925667579
0.168,-2.0096614272087585,5897.779826536982
0.17200000000000001,-2.738783380362765,5897.160795665599
0.176,-3.000269872889971,5896.975809342087
0.18,-2.5316466467030674,5898.152538188675
0.184,-1.9682946072780192,5897.85889815537
0.188,-2.3119797271602733,5899.497040467514
0.192,-3.136377461990712,5896.615947747392
0.196,-3.0766545570646744,5898.893741835302
0.2,-2.618388450279128,5914.369063136658
0.20400000000000001,-2.0679737218567595,5906.214018839075
0.20800000000000002,-2.052394914559429,5899.431649444383
0.212,-2.498466242220336,5897.897765751293
0.216,-3.0462568998204507,5903.8813606991935
0.22,-2.417564238397624,5906.440766518764
0.224,-2.0989626576029803,5902.731351087103
0.228,-2.29418814254853,5898.618496615401
0.232,-2.7410260761618392,5902.653594615324
0.23600000000000002,-3.073853781951054,5897.728489990072
0.24,-2.1348237953330265,5908.5352739978525
0.244,-2.193935520954998,5895.596478203801
0.248,-1.8029228422221377,5902.997720620579
0.252,-2.7630778140037515,5903.526076365649
0.256,-3.163466372154595,5900.500829620778
0.26,-2.6274131651977486,5909.49584894714
0.264,-2.098941536085243,5903.79516667796
0.268,-2.228782856568023,5898.574416912003
0.272,-3.2818774363553853,5903.153838989398
0.276,-3.315885056459718,5898.604334752434
0.28,-2.5330814322730424,5900.056398749051
0.28400000000000003,-2.105558736622271,5898.444933526973
0.28800000000000003,-2.1564067747092444,5901.569346810726
0.292,-2.722235845003808,5896.538089127741
0.296,-3.052691088427163,5902.141256041479
0.3,-2.612120845788873,5909.511221236798
0.304,-2.2413138700358535,5900.871185480558
0.308,-2.367171297905525,5897.430255727544
0.312,-2.772152368881856,5897.768883227682
0.316,-2.8700451935222393,5901.653647304082
0.32,-2.360190717185952,5901.72800289233
0.324,-2.0754461288544714,5896.419825257166
0.328,-2.1620584269761034,5898.453837714681
0.332,-2.99725112741164,5915.616015141279
0.336,-2.7213318183774318,5894.939274282495
0.34,-2.5320162439878082,5906.234963677395
0.34400000000000003,-2.0782829197192085,5895.035936101469
0.34800000000000003,-2.430592223341428,5897.043720969715
0.352,-2.7327894992547215,5895.409295921008
0.356,-3.0044076185819724,5902.813893804379
0.36,-2.739358118110675,5905.663255415089
0.364,-2.1436793860427907,5906.952667663134
0.368,-2.457103253057628,5899.711847661777
0.372,-2.5039710807798174,5903.619804497425
0.376,-2.6990922598660463,5894.892615288907
0.38,-2.41575776072105,5896.897135996656
0.384,-2.4009974414648316,5908.063470195892
0.388,-2.039944900005327,5897.305249748938
0.392,-2.851184135803248,5909.123194797429
0.396,-2.8711701939516576,5899.044607837884
0.4,-2.622199059702596,5905.19885694184
0.404,-1.9890221832789432,5901.866778325971
0.40800000000000003,-2.6525282533308348,5900.399266781837
0.41200000000000003,-2.6665104150485215,5900.333878069207
0.41600000000000004,-2.9446133843062716,5896.857098878844
0.42,-2.3709851005196825,5904.5406136453785
0.424,-1.9124387922477522,5898.5441983888795
0.428,-2.0881083841974073,5888.927659847417
0.432,-2.64166645883792,5908.752702976813
0.436,-3.3040264356630127,5902.808683021404
0.44,-2.4838184560592724,5901.261397401851
0.444,-2.122835258315721,5905.569068565068
0.448,-2.127536160158507,5898.379802723688
0.452,-2.6182533971398603,5901.411930147238
0.456,-3.0123127155145073,5908.940034711602
0.46,-2.6299891124690524,5902.059636048136
0.464,-2.156674765302506,5899.0872338288455
0.468,-2.0466185457833115,5903.752682102883
0.47200000000000003,-2.6459411553803167,5886.967851008012
0.47600000000000003,-2.970761787088419,5893.008830196709
0.48,-2.658611427485277,5902.554652650974
0.484,-1.951254299909387,5902.6214923156385
0.488,-2.1643395066047053,5901.249097505778
0.492,-3.0701782290048025,5905.505978670809
0.496,-2.897681534017388,5906.3001222430885
0.5,-2.4930385914310667,5895.8000907282885
0.504,-1.929486192860987,5896.1797538012925
0.508,-1.8423750385904096,5891.783530825867
0.512,-2.7885701494636344,5902.392652011622
0.516,-3.018203051480684,5907.5464734053285
0.52,-2.8316476911986155,5901.3921312075345
0.524,-2.159413776054173,5894.6640259688065
0.528,-2.3280844161293097,5905.430312889817
0.532,-2.9051890581483324,5897.329116183627
0.536,-2.864680327164554,5897.895892974695
0.54,-2.698939102569781,5899.110516248809
0.544,-1.7153559654560173,5898.475510060378
0.548,-2.4377317742021196,5898.314679578944
0.552,-2.791581463053493,5898.442880354248
0.556,-3.135788793625774,5902.0932265037045
0.56,-2.3225718661639028,5913.009144355992
0.5640000000000001,-1.9916909567490992,5902.631683466101
0.5680000000000001,-2.2210619603876176,5895.904532322005
0.5720000000000001,-2.965526291692641,5905.341506458894
0.5760000000000001,-3.021404095054435,5881.8240958138895
0.58,-2.4811680634534294,5902.865666639985
0.584,-1.8321820565530256,5900.521599576939
0.588,-2.181336656671921,5902.550748169746
0.592,-2.7246012480739665,5890.584041888859
0.596,-2.813690808432303,5914.681853517997
0.6,-2.415606047009716,5899.65002041444
0.604,-1.8218358967014385,5907.899096481651
0.608,-2.471365584181072,5895.139625980237
0.612,-2.705842541229616,5903.914523342151
0.616,-2.9689286259193537,5900.658678933636
0.62,-2.5316150342215344,5903.219398704514
0.624,-2.035934812647664,5902.638868515272
0.628,-2.0436563679187967,5895.315145056688
0.632,-2.931152773801176,5894.205308616366
0.636,-2.780793960699662,5905.058806446115
0.64,-2.058666598779069,5915.079154820466
0.644,-1.9106564649708286,5898.5293935433265
0.648,-2.409679127611884,5899.115222627806
0.652,-2.4397490282988,5904.6892732742435
0.656,-3.188746074836536,5898.6240957269
0.66,-2.6838355974457113,5892.950722590073
0.664,-2.1556190845908993,5903.464126725586
0.668,-1.9566426077111574,5902.328629999249
0.672,-2.649913922334007,5910.190462056867
0.676,-2.8996555755792217,5903.690682930372
0.68,-2.2704717867189923,5905.070725530123
0.684,-2.2133360783817766,5901.06619125071
0.6880000000000001,-2.5032328626063993,5904.268066862576
0.6920000000000001,-2.876231978819842,5891.394068391323
0.6960000000000001,-2.9310728410983256,5901.171153149686
0.7000000000000001,-2.8819048674714622,5900.630759793757
0.704,-1.6188460179781612,5906.478070635485
0.708,-2.178710285717058,5890.087535659635
0.712,-2.9136850791650564,5899.36453639779
0.716,-2.745873732360219,5899.570531558607
0.72,-2.5729064994828565,5898.206906048173
0.724,-2.0751338138725366,5909.385886482215
0.728,-2.3270996491496065,5904.869893009867
0.732,-2.7673862078908043,5904.4900710925995
0.736,-2.830410502697673,5895.949795515798
0.74,-2.382627668855526,5902.135976034492
0.744,-2.383331935527997,5901.281394736249
0.748,-2.322957022381408,5902.801475107654
0.752,-2.9639474860352504,5894.239978018729
0.756,-2.966717780478708,5894.933685901401
0.76,-2.656079739477722,5898.00022346345
0.764,-2.240191565277266,5898.680509842523
0.768,-2.2100152931335266,5905.192988234468
0.772,-2.3623967145927316,5894.755689205138
0.776,-3.1508958472447524,5897.594297768549
0.78,-2.407188494836189,5897.12291319842
0.784,-2.254586445385395,5894.47315893139
0.788,-2.240257586571272,5908.647392612962
